uland;;
yukiko;Japon : enfant de la neige.;
nell;Éclat du soleil (grec).;
sana';Chine : Trois.;
mihai;Forme roumaine de MICHAEL.;
aaliyah;;
axelle;Mon père est paix (hébreu).;
hadley;;
peyton;;
pepito;Espagnole diminutif de JOSEPH.;
nels;;
melville;D'un nom de famille écossais qui était à l'origine d'un nom d'endroit(de place) d'anglo-normand signifiant "la mauvaise ville".;
melva;;
dalibor;Tiré d'éléments Slaves dal la signification "loin" et borit la signification "pour se battre".;
i'tidal;signifie "lord(seigneur) généreux" des éléments gallois udd "lord(seigneur), prince" et hael "généreux".;
donaldina;;
era;;
jessamine;;
nazaire;La forme française de Nazarius (voir NAZARIO).;
hamza;Puissant (arabe).;
coline;Victoire du peuple (grec).;
tanesha;Variante du Tanisha.;
amita;;
araminta;;
ern;Forme abrégée d'Ernest.;
heida;;
dobromil;Tiré des éléments Slaves dobro "bon, gentil" et Mil "gracieux, cher".;
estee;;
kailash;Du nom d'une montagne en l'Himalaya que l'on croit être le paradis de Dieu hindou Shiva.;
ratan;Variante (dérivé par l'intermédiaire prâkrit) de Ratna.;
shari;Diminutif de SHARON ou une variante de XÉRÈS.;
shantelle;Variante du Chantel.;
esa;Forme finlandaise d'ISAIAH.;
caoilainn;;
ester;Étoile (hébreu).;
lennart;Suédois et basse forme allemande de LEONARD.;
heidi;Richesse, combat (germanique).;
pepita;Espagnole féminine diminutif de JOSEPH.;
esi;;
kalyn;;
jolanta;;
nereida;;
callie;;
jenna;Dieu fait grâce (hébreu).;
yvon;If (celte).;
tucker;D'un nom de famille professionnel tiré de Vieil anglais tucian signification "celui qui tissu fulls".;
ustinya;Forme russe du JUSTINA.;
jenni;;
endre;Forme hongroise d'ANDREW.;
matija;;
ciara;Ciara est un prénom d’origine irlandaise. ;
duong;;
florencio;Floraison (latin).;
lurdes;;
nena;Variante du NINA.;
hermes;en la mythologie grecque, Hermès est le fils de Maïa et de Zeus. Il est le dieu des Voyageurs et le messager des Dieux.;
jenny;Claire, douce (celte).;
rosangela;Combinaison de ROSA et ANGELA.;
ekua;;
marijona;;
amelia;Travailleuse (germanique).;
fionnuala;;
marcel;Dédié à Mars, Dieu romain de la guerre (latin).;
gotthard;Forme allemande de GODEHARD.;
scevola;La forme italienne du nom de famille romain Scaevola, qui a été tiré du latin scaevus "gaucher".;
faiga;;
othello;Peut-être un diminutif italien d'Othon.;
florentin;Parc fleuri (latin).;
osheen;Forme Anglicisée d'OIS Í N.;
bozidar;signifie "devinent le cadeau" des éléments Slaves bozy "le cadeau" "divin" et dar.;
mictlantecuhtli;signifie "lord(seigneur) de Mictlan" en Nahuatl.;
randolf;Du rand d'éléments Germanique signifiant "bord(jante) (d'une protection(un bouclier))" et wulf signification "de loup".;
woody;L'un ou l'autre un diminutif de WOODROW, ou bien d'un surnom tiré du bois de mot anglais.;
zhou;Chine : Aide.;
yudel;Forme yiddish de Juda.;
alexina;Forme féminine d'Alexis. Vient du grec "Alexein" Signifie : "Repousser, protéger" Se fête le 17 février.;
merlin;Faucon (anglais).;
nelu;Diminutif de ION roumaine.;
fonsie;;
ulric;A l'origine il s'agissait d'une forme médiévale de la vieille Wulfric nom anglais qui signifie "pouvoir du loup".;
malati;;
amina;Loyale, digne de confiance (arabe).;
argyros;Signifie "l'argent" en grec.;
joseph;Dieu ajoutera (hébreu).;
terrell;D'un nom de famille anglais qui a été probablement tiré du surnom d'anglo-normand tirel "pour tirer" référant à une personne têtue.;
ulrik;Forme scandinave de ULRICH.;
martha;Dame, maîtresse de maison (araméen).;
shama;;
chetana;;
islay;Du nom de l'île Islay, que se trouve de la côte ouest de l'Ecosse.;
huan;Chine : Bonheur.;
matild;;
tresha;Variante de Tricia.;
kitty;;
eva;Vie, donner la vie (hébreu).;
eve;Vie, donner la vie (hébreu).;
tammie;Variante du TAMMY.;
abegail;;
barbra;;
shana;Dieu fait grâce (hébreu).;
flick;;
golda;;
marthe;Dame, maîtresse de maison (araméen).;
amalthea;;
toribio;Route, axe (grec). Prénom basque.;
caleigh;;
giselle;Epée (germanique).;
sybille;Prophétesse (grec).;
brava;;
fedot;Forme russe de Théodote.;
shane;Forme Anglicisée de SEN.;
rollo;Forme Latinisée de Roul, la Vieille forme française de ROLF.;
sybilla;Forme polonaise et la variante latine de Sibylle.;
barbro;;
lilith;;
sachiko;;
kassia;;
ewa;;
meaghan;;
eszter;;
quinlan;D'un nom de famille irlandais qui a été tiré de Ó Caoinlean la signification "descendent de Caoinlean".;
valda;La monnaie(L'invention) moderne de wald Germanique la signification "le pouvoir(la puissance), régnez".;
boudicca;;
irmuska;;
kirstie;;
martin;Dédié à Mars, Dieu romain de la guerre (latin).;
proserpine;;
kirstin;;
martie;Diminutif de MARTIN.;
zachary;Dieu se souvient (hébreu).;
gethin;signifie "à peau brune, basané" en gallois.;
gisella;Épée (germanique). Prénom basque.;
jarek;Diminutif de noms Slaves commençant par l'élément jary "féroce, fort", comme JAROSAW.;
eirwen;;
mahavir;Transcription moderne de MAHAVIRA.;
nero;Roman surnom, qui était probablement d'origine Sabine qui signifie "fort, vigoureux".;
lochlainn;Forme irlandaise de LACHLAN.;
jessenia;;
jacinda;;
nguyen;signifie "original, d'abord" de Vietnamien sino.;
chenda;;
jeannot;Dieu fait grâce (hébreu).;
natalya;Forme russe de Natalie.;
tuathal;signifie "dirigeant(règle) des gens(du peuple)" en Gaélique irlandais.;
edyta;;
shawna;Forme féminine de SHAWN.;
nguyet;;
faustine;Heureuse, fortunée (latin).;
kodey;Variante du CODY.;
severino;Italien, forme espagnole et portugaise de SEVERINUS.;
faustina;;
idetta;;
gomer;;
hammond;D'un nom de famille anglais qui a été tiré de l'un ou l'autre le nom donné Germanique Haimund qui a signifié "la protection domestique" ou bien du Vieux norrois le nom donné Hámundr qui a signifié "la haute protection".;
desislava;;
sigrun;Tiré des éléments de Vieux norrois sigr "victoire" et r ú N "secret".;
paavali;Forme finlandaise de PAUL utilisé en la Bible.;
severina;Forme féminine de SEVERINUS.;
ceri;Peut-être dérivé de caru sens Gallois "d'aimer".;
cibor;Variante du CZCIBOR.;
ursel;Diminutif allemand d'URSULA.;
mehitabel;;
winifred;Forme Anglicisée de GWENFREWI, l'orthographe changée par association avec WINFRED.;
franziska;;
miguel;Qui est comme Dieu (hébreu).;
iarfhlaith;Composé des éléments irlandais ior, de signification inconnue et "lord"("seigneur") flaith.;
najib;De noble naissance (arabe).;
lavena;;
lowell;D'un nom de famille anglais qui a été tiré d'un surnom d'anglo-normand, de Lou "le loup" et un suffixe diminutif.;
orinthia;Peut-être liée au grec (Orino) sens "d'exciter, d'agiter".;
carlyn;;
elpis;;
sybil;Variante de la Sibylle.;
ernest;Qui mérite (germanique).;
cissy;;
roshni;signifie "brillance(grande intelligence), lustre" en persan.;
prudentius;;
simcha;signifie "bonheur, joie" en Hébreu.;
josefa;Dieu ajoutera (hébreu).;
enrica;;
teasag;Écossaise diminutif de JEAN.;
aurel;Forme hongroise d'AURELIUS.;
garrett;D'un nom de famille anglais qui a été tiré du nom donné GERALD ou GERARD.;
fortunata;Vient du latin "fortuna" Signifie: "chance" Se fête le 23 avril ou 14 octobre.;
rasha;signifie "jeune gazelle" en arabe.;
laurelle;Prénom dérivé de Laurent. Vient du latin "laurus", signifie "laurier" Se fête le 19 octobre ou le 10 août.;
bartal;Forme hongroise de BARTHOLOMEW.;
shulammite;Tiré "de paix" (shalom) hébraïque.;
ingolf;Du Vieux norrois nomment Ing ó Lfr, qui a été tiré du nom de Dieu Germanique ING combiné avec ú Lfr la signification "du loup".;
remedios;;
spyro;Version courte de SPYRIDON.;
bohdan;Forme tchèque et ukrainienne de BOGDAN.;
gustave;Combattant (germanique).;
marten;Forme suédoise de Martinus (voir MARTIN).;
sheryl;Variante de Cheryl.;
mahinder;Variante de Mahendra.;
gustavo;Italien, forme espagnole et portugaise de GUSTAV.;
fortunato;Chanceux (latin).;
huda;;
maredudd;Forme galloise de Meredith.;
ruthie;Diminutif de RUTH.;
antonius;Inestimable (latin). Fleur (grec).;
labhrainn;Forme écossaise de Laurence.;
hugo;Esprit, intelligence (germanique).;
galina;;
kibwe;signifie "bénis" en swahili.;
avitus;D'un nom de famille romain qui a signifié "héréditaire" en latin.;
sterling;;
cadeyrn;signifie "combattent le roi" du goujat gallois "la bataille" et teyrn "le roi, le monarque".;
chalchiuhticue;;
elkanah;signifie "Dieu ont acheté" en l'Hébreu.;
manasses;Forme de MANASSEH utilisé en la Bible grecque et latine.;
clemency;;
madyson;Diminutif anglo-saxon de Madeleine. Vient de l'hébreu "Magdala" Nom d'un villade de Galilée où demeurait Marie-Madeleine. Se fête le 22 juillet.;
yeva;Forme russe et arménien de EVE.;
wynfor;Variante du Gwynfor.;
gabi;Diminutif de Gabriel. Vient de l'hébreu "gabur et el" Signifie : "force de Dieu" Se fête le 29 septembre.;
neva;Forme abrégée de GENEVE.;
piero;Petit cailloux (grec). Prénom breton.;
manasseh;signifie "causant pour oublier" en l'Hébreu.;
neve;Forme Anglicisée de NIAMH.;
piers;;
greig;Écossaise diminutif de GREGORY.;
hideaki;Japon : sage.;
boutros;Variante du transcription Butrus.;
gabr;La transcription Variante du JABR.;
hugh;Esprit, intelligence (germanique).;
szczesny;;
emidio;Forme portugaise d'Emile. Vient du latin "aemulus" Signifie : "émule, rival" Se fête le 22 mai.;
sherrie;Variante de sherry.;
kistna;Variante de Krishna.;
neus;Catalan apparenté de NIEVES.;
quique;Diminutif d'ENRIQUE.;
bobbie;Brillant, gloire (germanique).;
gabe;Version courte de GABRIEL.;
huey;Variante du Hughie.;
duleep;Variante du Dilip.;
jarka;;
sohail;La transcription Variante du SUHAIL.;
hisham;signifie "généreux" en l'arabe, en fin de compte de hashama "pour écraser".;
mavourneen;;
otakar;Forme tchèque d'ODOVACAR.;
llewella;;
lothaire;Illustre guerrier (germanique).;
alger;D'un nom de famille qui a été tiré du nom donné ALGAR.;
galila;;
ratnam;Sud forme indienne de RATNA.;
ermenegilde;;
gaea;;
rupinder;signifie "la beauté la plus grande(super)" du Sanscrit (rupa) "la beauté" combinée avec le nom de Dieu hindou INDRA, utilisé ici pour signifier "le plus grand"(super").;
agathe;Bonté, gentillesse (grec).;
charnette;;
agatha;Bonté, gentillesse (grec).;
caspar;Variante latine de JASPER.;
pentti;Forme finlandaise de BENEDICT.;
ayomide;;
giuseppe;Dieu ajoutera (hébreu).;
yutke;Diminutif de JUDITH yiddish.;
ermenegildo;Forme italienne de HERMENEGILDO.;
florian;Floraison (latin).;
adonis;Seigneur (hébreu).;
topaz;Du mot anglais pour la pierre précieuse jaune, la pierre porte-bonheur de novembre, en fin de compte tiré de grec (topazos).;
chadwick;D'un nom de famille qui a été tiré d'un nom d'endroit(de place) signifiant "la ferme laitière appartenant au TCHAD" en Vieil anglais.;
rada;Tiré de l'élément Slave rad signification "de soin".;
gregg;Veilleur, vigilant (latin).;
shaynah;La transcription Variante du Shayna.;
daedalus;La forme Latinisée des grecs (Daidalos) qui a signifié "la ruse" ou "a curieusement provoqué".;
piera;;
adonia;;
griffin;Forme Latinisée de GRUFFUDD.;
kaleb;Anglais;
jules;De la famille romaine de Iule (latin).;
kalea;;
narayan;Transcription moderne de NARAYANA.;
aislin;;
greer;;
newt;Version courte de NEWTON.;
greet;;
harinder;Variante du Harendra.;
evfemia;;
hanne;;
wat;Forme courte médiévale de WALTER.;
nikomedes;signifie "pour penser de victoire", tiré "de la victoire" (nike) grecque et (medomai) "pour penser".;
suha;signifie "oublié, dominé(oublié)" en arabe.;
barak;Signifie "la foudre" en l'Hébreu.;
hanna;Grâce (hébreu).;
argyris;Forme grecque moderne d'ARGYROS.;
stellan;Signification d'inconnu, peut-être lié à tablette de Vieux norrois "calme", ou peut-être d'origine allemande.;
viktoria;Forme hongroise et Slovaque de VICTORIA.;
rosalba;Rose (latin).;
riordan;Forme Anglicisée de R Ó RDáN.;
urban;Du nom latin Urbanus qui a signifié "l'habitant de la ville".;
bartholomaus;Forme allemande de BARTHOLOMEW.;
fedora;Présent de Dieu (grec).;
israel;Qui débat avec Dieu (hébreu).;
angelique;Messagère (grec).;
fawziyya;;
hannu;Diminutif finlandais de JOHANNES.;
ibolya;;
shannah;Variante du SHANNA.;
greg;Veilleur, vigilant (latin).;
fergus;Forme Anglicisée de FEARGHAS.;
cathaoir;Variante du Cathair.;
yoshi;Japon : bon.;
sharise;Variante du Charisse.;
evander;Variante du Evandrus, forme latine du nom grec (Euandros) ce qui signifie «homme bon», dérivé du grec «bon» et (aner) "l'homme" (génitif).;
gage;D'un nom de famille anglais signifiant "la mesure" en Moyen anglais, dénotant à l'origine celui qui était un assayer.;
bolanle;;
elba;;
victorine;Victorieuse (latin).;
fae;;
branko;Diminutif de BRANISLAV ou BRANIMIR.;
joscelin;Forme germanique de JOCELYN.;
kaleo;signifie "son, voix" de ka Hawaïen "" l'et Leo "son, voix".;
kudret;signifie "le pouvoir(la puissance), pourraient" en turc, en fin de compte de persan.;
saraid;signifie "excellents" en Gaélique irlandais.;
denzel;Peut-être une variante de DENZIL.;
kathleen;Pure (grec).;
rosalin;Variante médiévale de ROSALIND.;
gunne;Forme abrégée de Gunnar.;
tabitha;Signifie "la gazelle" en l'Araméen.;
maaria;;
kaley;;
rafe;Variante du RALPH.;
fay;;
ponzio;;
rafa;;
masterman;D'un nom de famille qui a à l'origine appartenu à une personne qui a travaillé(marché) comme un serviteur.;
lilian;Lys (latin).;
hippolytos;signifie "plus librement de chevaux" du grec ' (des hippopotames) "le cheval" et (lyo) "pour se desserrer".;
orinda;Probablement une élaboration de l'espagnol oro "en or".;
erasmus;Tiré de grec (erasmios) signification "de bien-aimé".;
gobind;Variante du GOVINDA.;
lilias;;
rosalia;Rose (latin).;
davis;D'un nom de famille qui a été tiré du nom donné DAVID.;
neza;Forme slovène de AGNES.;
shinju;Signifie "la perle" en japonais.;
ctibor;Forme tchèque de CZCIBOR.;
rosalie;Rose (latin).;
petera;;
bojan;Tiré de boj Slave signification "de bataille".;
jarod;Celui qui descendra (hébreu).;
maarit;;
thelma;Protection divine (germanique).;
radu;Diminutif de noms slaves en commençant par l'élément roumain rad «soins».;
maarja;;
walburga;signifie "la règle(l'autorité) de la forteresse" des éléments Germaniques wald "gouvernent"("décident") et le bled "la forteresse".;
denice;;
jaron;Nom Inventé, probablement basé sur JARED et DARREN.;
sammi;Diminutif de SAMANTHA.;
branka;;
melba;;
herodion;Le diminutif du nom grec Heroides (voir HÉRODE).;
jaana;;
rexana;Variante du Rexanne.;
cassian;Du nom de famille romain Cassianus, qui a été tiré de CASSIUS.;
marajha;;
muadhnait;;
estelle;Étoile (latin).;
gaia;en la mythologie grecque, Gaia est la déesse grecque qui symbolise la terre nourricière, celle d'où provient la vie.;
algar;signifie "lance d'elfe" de Vieil anglais æ Lf "elfe" et "lance" gar.;
estella;Vient du latin "stella" Signifie "étoile" Se fête le 11 mai.;
hanke;Diminutif allemand bas de JOHAN.;
sammy;Son nom est Dieu (hébreu).;
piety;;
elda;;
gail;Prénom d'origine hébraïque Dérivé d'Abigaïl. Signifie : "Dieu est ma joie" Se fête le 29 décembre.;
jotham;signifie "YAHWEH sont droits" en l'Hébreu.;
julie;De la famille romaine de Iule (latin).;
rainer;Forme allemande de RAYNER.;
l�onard;Lion (latin).;
mohini;;
sulo;signifie "charme, grâce" en finlandais.;
casper;Forme hollandaise et scandinave de JASPER.;
farouk;distingue le bien du mal.;
slavomir;Forme tchèque et Slovaque de SAWOMIR.;
julia;De la famille romaine de Iule (latin).;
melek;La transcription Variante du Melech.;
jeannie;Dieu fait grâce (hébreu).;
wei;Chine : Grand, force; rose; de valeur, précieux.;
gallagher;D'un nom de famille irlandais qui a été tiré de Ó Gallchobhair la signification "descendent de Gallchobhar".;
berlin;;
lazzaro;Forme italienne de LAZARUS.;
ferdinanda;;
wen;Chine : Cultivée, raffinée, ornementale.;
tessa;Qui récolte (grec).;
henning;Diminutif de HENRIK.;
renzo;Couronné de Lauriers (latin).;
aeson;Du grec (Aison), qui a de signification inconnue.;
tahnee;Variante du FAUVE.;
julio;De la famille romaine de Iule (latin).;
ozan;Signifie "le barde" en turc.;
berniece;;
ferdinando;Courageux, aventurier (germanique).;
maximilien;Le plus grand (latin).;
narcissus;Forme Latinisée de grecs (Narkissos), probablement tiré (de narke) signification "sommeil, engourdissement".;
jolanda;;
victorino;Forme espagnole et portugaise de Victorin.;
allycia;;
dhananjay;signifie "richesse(fortune) gagnante" en Sanscrit.;
aesop;Du grec (Aisopos), qui a de signification inconnue.;
grid;;
matias;Don de Dieu (hébreu).;
edgardo;Forme espagnole de EDGAR.;
janice;Dieu fait grâce (hébreu).;
syntyche;Nom de grec ancien signifiant "destin commun".;
ananias;de ' (Hananias), le;
farooq;La transcription Variante du Farouk.;
dick;Diminutif médiéval de RICHARD.;
donna;Présent de Dieu (latin).;
aleesha;;
zhenya;;
hania;tranquille.;
elfa;;
enrico;Maître de maison (germanique).;
horace;Voir (grec).;
arnaude;Vient du germain "arn et ald" Signifie "aigle et ancien" Se fête le 10 février.;
leroi;Variante de LEROY.;
meshulam;Variante de la transcription de Meschullam.;
raja;"roi".;
babatunde;signifie "le père ont retourné" en Yoruba.;
antonina;Forme italienne et féminine d'Antoine. Vient du grec "anthonomos" Signifie "qui se nourrit de fleur " Se fête le 28 février;
denzil;D'un nom de famille qui a à l'origine dénoté une personne du manoir de Denzell à Cornouailles.;
ziba;signifie "beaux" en persan.;
luchjo;;
ramiro;Grand juge (basque).;
phoebe;Brillante, lumineuse (grec).;
bjoern;Variante de Bjorn ou Björn.;
gaja;;
rain;Il suffit de partir de la pluie mot anglais, dérivé de regn vieil anglais.;
davey;Diminutif de DAVID.;
elek;Forme hongroise d'ALEXIS.;
yosef;Forme hébraïque de JOSEPH.;
antonino;La forme italienne du nom romain Antoninus, qui a été tiré d'Antonius (voit ANTHONY).;
ramakrishna;Combinaison des noms des dieux hindous RAMA et KRISHNA.;
deirdre;;
ffraid;;
elea;honneur. Celte.;
innes;;
kornel;Forme hongroise de CORNELIUS.;
igor;Fils, protection (germanique).;
spartacus;signifie "de la ville de Sparta" en latin.;
naheed;Variante du transcription NAHID.;
adalbert;Noble, brillant (germanique).;
juhana;Forme finlandaise de JOHN.;
kyros;Forme grecque de CYRUS.;
gautam;;
nikole;Forme basque de NICOLE, aussi bien qu'une variante anglaise.;
nikola;Apparenté de NICHOLAS.;
forrest;D'un nom de famille anglais signifiant "la forêt", appartenant à l'origine à une personne qui a vécu près d'une forêt.;
juhani;Forme finlandaise de JOHN.;
ainsley;;
elen;Éclat du soleil (grec).;
feliciana;;
wilford;D'un nom de famille qui a été à l'origine tiré d'un nom d'endroit(de place) signifiant "le gué de saule" en Vieil anglais.;
melia;Travailleuse (germanique). Abeille (grec).;
phinehas;;
mirjami;;
faith;;
mckayla;;
samir;Conversation intime pendant la nuit (arabe).;
somhairle;La forme gaélique de Somarli ð r (voir SOMERLED).;
feliciano;L'italien, la forme espagnole et portugaise du nom romain Felicianus, qui a été tiré du nom romain FELIX.;
yehudit;Forme hébraïque de JUDITH.;
elia;Le seigneur est mon Dieu (hébreu).;
adonai;signifie "mon lord(seigneur)" en Hébreu.;
davin;Peut-être une variante de DEVIN influencé par David.;
miltiades;Tiré de grec (miltos) signification "terre rouge".;
ainslie;;
cassidy;Se rapporte au patronyme gaélique O´Caiside.;
davie;Diminutif de DAVID.;
kalla;;
wim;Forme courte hollandaise et allemande de WILLEM ou WILHELM.;
cortney;;
david;Aimé, chéri (hébreu).;
wil;Forme polonaise de Victoria.;
eniola;;
ralf;Variante du RALPH.;
kalle;Suédois et finlandais diminutif de KARL.;
leroy;Du surnom français roi signification "le roi".;
gale;;
didi;Diminutif de PERSONNE AU RÉGIME.;
vjeko;Version courte de Vjekoslav.;
leann;;
gall;Forme de GALLUS.;
bolivar;D'un nom de famille qui a été pris(emmené) de l'endroit(la place) basque nomment Bolibar, qui a été tiré de bolu "le moulin"("l'usine") et "la rive" ibar.;
toirdhealbhach;Signifie "l'instigateur", tiré du Gaélique toirdhealbh "l'incitation".;
irina;Paix (grec).;
bartel;Diminutif hollandais de BARTHOLOMEW.;
foka;Forme russe de Phocas.;
michjo;;
jenae;;
mozes;Forme hongroise de MOÏSE.;
zavier;Variante du XAVIER.;
donny;Diminutif de DONALD.;
carmel;Vient du latin "carminium" Signifie : "rouge vif" Se fête le 16 juillet.;
carmen;Chanson, hymne (latin).;
dido;;
gala;Chant, fête (scandinave).;
suse;Diminutif allemand de SUSANNE.;
vladimir;Règne glorieux (slave).;
jochjo;;
rosemarie;Combinaison de ROSE et MARIE.;
tuomas;Forme finlandaise de THOMAS.;
shahnaz;signifie "fierté du roi" des éléments persans (schah) "roi" et (naz) "fierté".;
comhghall;signifie "le joint(l'articulation) engagent(nantissent)" de l'irlandais comh "ensemble" et la bile "le nantissement"("l'engagement").;
stefanos;Forme grecque de STEPHEN.;
aleta;;
orval;Variante du ORVILLE.;
cristina;Messie (grec).;
jonatan;Forme islandaise de JONATHAN.;
serafima;Forme russe et macédonienne de Séraphine.;
chryssa;;
ekwueme;signifie "il dit, il fait" en Igbo.;
rana;signifie "un objet attirant" de l'arabe (rana) "pour regarder".;
decima;;
ranj;Forme abrégée de Ranjit.;
rani;Reine (sanscrit). Mon chant (hébreu).;
yachna;Peut-être une forme féminine de YACHIN.;
berthold;Commandeur éblouissant (germanique).;
zephyrine;La forme féminine française de Zephyrinus (voir ZEFERINO).;
fayvel;Variante du transcription Feivel.;
jochim;Forme allemande de JOACHIM.;
elin;;
ah;Chine : Provient d'un caractère chinois sans signification distincte.;
natalia;Jour de la naissance (latin).;
ai;Chine : Qui aime.;
gabir;Variante de la transcription de Jabir.;
giuditta;;
portia;;
cosmin;Forme roumaine de Cosmas.;
al;Forme abrégée d'Albert et d'autres noms commençant par Al.;
natalie;Jour de la naissance (latin).;
an;Chine : Paix.;
foma;Forme russe de THOMAS.;
nevan;Forme Anglicisée de NAOMHN.;
tylor;Variante du TYLER.;
nagendra;signifie "le lord(seigneur) de serpents" du Sanscrit (naga) la signification "du serpent" (aussi "l'éléphant") combiné avec le nom de Dieu hindou INDRA, utilisé ici pour signifier "le lord"(seigneur").;
orvar;Signifie "la flèche" en Vieux norrois.;
rama;Signifie "la complaisance" en Sanscrit.;
renatus;Renaître (latin).;
serafina;Ardente (hébreu).;
gerald;Lance, gouverner (germanique).;
myranda;;
carlie;;
shahar;Variante du transcription Shachar.;
eilwen;;
elli;;
sondra;Variante de Saundra.;
bo;Chine : Précieuse.;
zakhar;Forme russe de Zacharie.;
serafino;Ardent (hébreu).;
elle;;
wilma;Protectrice résolue (germanique).;
elma;Vient du germain "helm" Signifie: "heaume, casque" Se fête le 15 avril.;
ayishah;;
willy;Protecteur résolu (germanique).;
xaviera;Maison neuve (basque).;
aggie;;
elly;;
mariska;;
wynonna;Variante de Winona.;
crocifissa;;
timoti;Forme maorie de TIMOTHY.;
ailill;Signifie "l'elfe" en Gaélique irlandais.;
kasimira;;
tawny;Du mot anglais, tirant en fin de compte de Vieux tané français, qui signifie "brun clair".;
edgar;Lance sacrée (germanique).;
flo;;
tinek;Diminutif slovène de MARTIN.;
elke;Noble (germanique).;
salud;Apparenté espagnole de SALUT.;
lonny;Forme abrégée des noms Alonzo et d'autres contenant le même son.;
platon;Large étendue plate (grec).;
willa;Forme féminine de WILLIAM.;
ella;Éclat du soleil (grec).;
cy;Version courte de CYRUS ou CYRIL.;
sethunya;signifie "la fleur, fleurissez" en Tswana.;
yadira;;
da;Chine : Accomplissement.;
dunya;;
salut;Signifie "la santé" ou "acclame" en Catalan.;
carlos;Fort et viril (germanique).;
renie;Peut-être un diminutif de Renée.;
terra;Variante de TARA, peut-être influencé par le mot latin signifiant terre "terre, terre».;
kassidy;;
finnegan;D'un nom de famille irlandais, une forme Anglicisée de Ó Fionnagáin signification "descendent de Fionnagán".;
hartwin;signifie "endurent l'ami" des éléments Germaniques durement "courageux, robuste" et gagnent "l'ami".;
terri;Une forme strictement féminine de TERRY ou un diminutif de THERESA.;
ford;D'un nom de famille qui a été tiré d'un nom d'endroit(de place) signifiant "le gué" en Vieil anglais.;
zbigniew;signifie "pour dissiper la colère" des éléments Slaves zby "pour dissiper" et gnev "la colère".;
orestes;Tiré de grec (orestias) signification "des montagnes".;
elof;Du Vieux norrois nomment Eileifr, qui a été tiré des éléments ei "jamais" et "l'héritier" leifr.;
gary;Lance, gouverner (germanique).;
florentina;;
patrizia;Noble personne (latin).;
irinei;Variante du transcription IRINEY.;
nichol;Variante du NICOL.;
athanasios;Originale forme grecque d'Athanase.;
justin;Raisonnable (latin).;
britta;Forme anglo-saxonne de Brigitte. Vient du celte "brigh", signifie : "force" Se fête le 23 juillet.;
kisha;;
michel;Qui est comme Dieu (hébreu).;
ed;Version courte de EDWARD, EDMUND, et les autres noms commençant par Ed.;
spyridon;Dernier(Tardif) nom grec tiré de grec (spyridion) signification "de panier" ou latin spiritus signification "d'esprit"(alcool").;
suvi;Signifie "l'été" en finlandais.;
essie;;
aracelis;;
elmo;A l'origine une forme courte de noms germaniques qui a commencé avec la barre sens l'élément «casque, une protection".;
emeline;Travailleuse (germanique).;
em;;
yachin;Forme hébraïque de JACHIN.;
ghislaine;Douce (germanique).;
anneliese;;
neves;Forme portugaise de Nieves.;
wiley;D'un nom de famille qui a été tiré d'un nom d'endroit(de place) signifiant "le dégagement(la compensation) de temple" en Vieil anglais ou d'un surnom signifiant "astucieux, délicat(rusé)" en Moyen anglais.;
emelina;Vient du germain "heim et lind" Signifie : "maison et doux" Se fête le 27 octobre.;
terry;Tendre, gracieux (grec).;
taffy;Diminutif de DAFYDD.;
selina;Lune (grec).;
bhaskar;Transcription moderne de BHASKARA.;
henrique;Forme portugaise de HENRY.;
gabby;;
halcyon;;
corinne;Jeune fille (grec).;
kjeld;Forme danoise de KETTIL.;
teunis;Diminutif hollandais d'ANTONIUS.;
cosmo;Forme anglaise de COSMAS.;
fox;Du mot anglais renard ou le nom de famille Renard, qu'à l'origine donné comme un surnom.;
gerrit;Forme hollandaise et Frisonne de GERARD.;
fu;Chine : Riche.;
crofton;D'un nom de famille qui a été tiré d'un nom d'endroit(de place) signifiant "la ville avec un petit champ(domaine) ci-joint" en Vieil anglais.;
dinh;signifie "palais, campement" en Vietnamien.;
jefferson;D'un nom de famille anglais signifiant "fils de JEFFREY".;
kelvin;Du nom d'une rivière(un fleuve) écossaise, signifiant peut-être "eau étroite".;
rati;;
eireann;;
javaid;La transcription Variante du JAVED.;
murchadh;Tiré de Gaélique muir "mer" et "guerrier" cadh.;
dina;Celle pour laquelle justice a été faite (hébreu).;
demetrius;La forme Latinisée du nom grec (Demetrios), qui a été tiré du nom de la déesse grecque Déméter.;
katelynn;;
tiborc;La forme hongroise de Tiburtius (voir TIBURCIO).;
barrie;Variante du BARRY.;
selima;La transcription Variante du SALIMA.;
charlene;Fort et viril (germanique).;
marsaili;;
domen;Forme slovène de DOMINIC.;
marisol;Celle qui élève (hébreu).;
elov;Variante du Elof.;
ermtraud;;
nikolai;Victoire du peuple (grec).;
rafaela;Dieu a guéri (hébreu).;
odovacar;Du nom Germanique Audovacar signification "riche et vigilant", tiré des éléments aud "richesse"("fortune") et wacar "vigilant".;
nikolao;Forme d'espéranto de NICHOLAS.;
patrizio;Noble personne (latin).;
nikolas;Variante du NICHOLAS ou NIKOLAOS.;
eloi;Élu (latin).;
ludmila;Aimée du peuple (slave).;
kjell;Variante du Kettil.;
maurizio;Sombre, foncé (latin).;
corinna;Vient du grec "Korinna" Nom d'une poétesse grecque. Se fête le 18 mai.;
dima;;
latisha;;
cosma;Forme italienne de COSMAS.;
eloy;Élu (latin).;
